Gene stable ID,Gene name,Mouse gene stable ID,Mouse gene name
ENSG00000273342,,,
ENSG00000128228,SDF2L1,ENSMUSG00000022769,Sdf2l1
ENSG00000139793,MBNL2,ENSMUSG00000022139,Mbnl2
ENSG00000240003,RPL7P24,,
ENSG00000197372,ZNF675,ENSMUSG00000058246,Krbox5
ENSG00000168685,IL7R,ENSMUSG00000003882,Il7r
ENSG00000138802,SEC24B,ENSMUSG00000001052,Sec24b
ENSG00000186971,KRTAP13-4,,
ENSG00000212102,MIR301B,ENSMUSG00000076288,Mir301b
ENSG00000283871,MIR130B,,
ENSG00000186930,KRTAP6-2,,
ENSG00000284630,,,
ENSG00000284651,,,
ENSG00000284654,,,
ENSG00000184724,KRTAP6-1,,
ENSG00000279493,,,
ENSG00000100023,PPIL2,ENSMUSG00000022771,Ppil2
ENSG00000279297,,,
ENSG00000255385,UBTFL10,,
ENSG00000275464,,,
ENSG00000186895,FGF3,ENSMUSG00000031074,Fgf3
ENSG00000224907,RPL21P91,,
ENSG00000230809,RPS6P15,,
ENSG00000165669,FAM204A,ENSMUSG00000057858,Fam204a
ENSG00000243697,RPL7AP63,,
ENSG00000255162,ANKRD33BP7,,
ENSG00000213996,TM6SF2,ENSMUSG00000036151,Tm6sf2
ENSG00000261653,,,
ENSG00000166013,TRIM53BP,,
ENSG00000261058,,,
ENSG00000274478,,,
ENSG00000213652,HMGB3P30,,
ENSG00000286221,,,
ENSG00000255132,,,
ENSG00000254885,,,
ENSG00000129680,MAP7D3,ENSMUSG00000067878,Map7d3
ENSG00000280430,,,
ENSG00000286665,,,
ENSG00000159618,ADGRG5,ENSMUSG00000061577,Adgrg5
ENSG00000085382,HACE1,ENSMUSG00000038822,Hace1
ENSG00000280367,,,
ENSG00000226998,MTATP6P30,,
ENSG00000232413,,,
ENSG00000291463,LINC01300,,
ENSG00000077514,POLD3,,
ENSG00000136940,PDCL,ENSMUSG00000009030,Pdcl
ENSG00000291464,,,
ENSG00000291465,GPR20,,
ENSG00000291472,,,
ENSG00000291466,ASTILCS,,
ENSG00000291470,PTP4A3,,
ENSG00000291467,,,
ENSG00000291468,,,
ENSG00000291469,HNRNPA1P38,,
ENSG00000291471,,,
ENSG00000291474,C8orf90,,
ENSG00000291473,MROH5,,
ENSG00000288379,,,
ENSG00000280071,,,
ENSG00000234359,ELK1P1,,
ENSG00000229459,,,
ENSG00000270749,,,
ENSG00000281593,,,
ENSG00000237360,CHCHD4P2,,
ENSG00000005020,SKAP2,ENSMUSG00000059182,Skap2
ENSG00000274688,,,
ENSG00000169071,ROR2,ENSMUSG00000021464,Ror2
ENSG00000268278,,,
ENSG00000064607,SUGP2,ENSMUSG00000036054,Sugp2
ENSG00000279687,,,
ENSG00000127184,COX7C,ENSMUSG00000017778,Cox7c
ENSG00000277117,,,
ENSG00000236436,LINC02850,,
ENSG00000213774,,,
ENSG00000225378,,,
ENSG00000057593,F7,ENSMUSG00000031443,F7
ENSG00000236665,,,
ENSG00000250081,,,
ENSG00000143867,OSR1,ENSMUSG00000048387,Osr1
ENSG00000280009,,,
ENSG00000249153,,,
ENSG00000186479,RGS7BP,ENSMUSG00000021719,Rgs7bp
ENSG00000280433,,,
ENSG00000228505,,,
ENSG00000183891,TTC32,ENSMUSG00000066637,Ttc32
ENSG00000160223,ICOSLG,ENSMUSG00000000732,Icosl
ENSG00000114349,GNAT1,ENSMUSG00000034837,Gnat1
ENSG00000103335,PIEZO1,ENSMUSG00000014444,Piezo1
ENSG00000214853,PPIAP79,,
ENSG00000288378,H2AZP4,,
ENSG00000084710,EFR3B,ENSMUSG00000020658,Efr3b
ENSG00000249276,,,
ENSG00000288343,,,
ENSG00000279869,,,
ENSG00000271207,MTCO1P22,,
ENSG00000288233,MIR548K,,
ENSG00000288267,,,
ENSG00000250694,,,
ENSG00000250079,,,
ENSG00000224427,,,
ENSG00000288163,,,
ENSG00000207098,SNORA70,,
ENSG00000288420,,,
ENSG00000159110,IFNAR2,ENSMUSG00000022971,Ifnar2
ENSG00000288166,CTTN-DT,,
ENSG00000251376,,,
ENSG00000251435,C1GALT1P2,,
ENSG00000288539,,,
ENSG00000286609,,,
ENSG00000288401,CTTN,,
ENSG00000248430,HMGB3P16,,
ENSG00000107829,FBXW4,ENSMUSG00000040913,Fbxw4
ENSG00000152669,CCNO,ENSMUSG00000042417,Ccno
ENSG00000165113,GKAP1,ENSMUSG00000021552,Gkap1
ENSG00000271035,DPPA3P12,,
ENSG00000198889,DCAF12L1,,
ENSG00000250391,CRLF3P2,,
ENSG00000270388,MTCO3P22,,
ENSG00000217416,ISCA1P1,,
ENSG00000213526,SETP8,,
ENSG00000230823,CBX1P1,,
ENSG00000152495,CAMK4,ENSMUSG00000038128,Camk4
ENSG00000234288,OR1AA1P,,
ENSG00000182890,GLUD2,ENSMUSG00000021794,Glud1
ENSG00000287098,,,
ENSG00000234592,TJAP1P1,,
ENSG00000234785,EEF1GP5,,
ENSG00000126218,F10,ENSMUSG00000031444,F10
ENSG00000133138,TBC1D8B,ENSMUSG00000042473,Tbc1d8b
ENSG00000080644,CHRNA3,ENSMUSG00000032303,Chrna3
ENSG00000100027,YPEL1,ENSMUSG00000022773,Ypel1
ENSG00000283781,TNK1,,
ENSG00000203506,RBMS3-AS2,,
ENSG00000257332,HNRNPA1P69,,
ENSG00000258071,ARL2BPP2,,
ENSG00000110934,BIN2,ENSMUSG00000098112,Bin2
ENSG00000213600,,,
ENSG00000232728,PHB2P1,,
ENSG00000237592,IGKV1OR10-1,,
ENSG00000236900,TIMM9P1,,
ENSG00000148843,PDCD11,ENSMUSG00000025047,Pdcd11
ENSG00000282987,,,
ENSG00000213587,,,
ENSG00000114378,HYAL1,ENSMUSG00000010051,Hyal1
ENSG00000236046,,,
ENSG00000271655,BNIP3P35,,
ENSG00000269431,BNIP3P8,,
ENSG00000164543,STK17A,,
ENSG00000279966,,,
ENSG00000136935,GOLGA1,ENSMUSG00000026754,Golga1
ENSG00000268140,PCGF7P,,
ENSG00000269458,,,
ENSG00000268992,CDC42EP3P1,,
ENSG00000270518,,,
ENSG00000270191,BNIP3P31,,
ENSG00000286365,,,
ENSG00000244671,RN7SL280P,,
ENSG00000240522,RPL7AP10,,
ENSG00000286127,,,
ENSG00000185252,ZNF74,,
ENSG00000267872,,,
ENSG00000269110,,,
ENSG00000213999,MEF2B,ENSMUSG00000079033,Mef2b
ENSG00000284722,,,
ENSG00000270323,,,
ENSG00000166012,TAF1D,ENSMUSG00000031939,Taf1d
ENSG00000226421,SLC25A5P5,,
ENSG00000271696,,,
ENSG00000271194,RNF138P2,,
ENSG00000234686,,,
ENSG00000211944,IGHV3-16,,
ENSG00000230371,KARS1P2,,
ENSG00000283828,,,
ENSG00000126231,PROZ,ENSMUSG00000031445,Proz
ENSG00000285518,,,
ENSG00000140025,EFCAB11,ENSMUSG00000021176,Efcab11
ENSG00000187546,AGMO,ENSMUSG00000050103,Agmo
ENSG00000198590,APRG1,,
ENSG00000241640,RPL21P113,,
ENSG00000261606,,,
ENSG00000226802,RUVBL2P1,,
ENSG00000238066,,,
ENSG00000284009,PLSCR3,,
ENSG00000133131,MORC4,ENSMUSG00000031434,Morc4
ENSG00000141404,GNAL,ENSMUSG00000024524,Gnal
ENSG00000256061,DNAAF4,ENSMUSG00000092192,Dnaaf4
ENSG00000138674,SEC31A,ENSMUSG00000035325,Sec31a
ENSG00000241059,,,
ENSG00000112773,TENT5A,ENSMUSG00000032265,Tent5a
ENSG00000248195,,,
ENSG00000249894,,,
ENSG00000234467,SLC25A1P2,,
ENSG00000249944,,,
ENSG00000130559,CAMSAP1,ENSMUSG00000026933,Camsap1
ENSG00000249773,,,
ENSG00000249495,,,
ENSG00000249439,HMGN1P14,,
ENSG00000251495,PPIAP11,,
ENSG00000270906,MTND4P35,,
ENSG00000235379,RPL7P31,,
ENSG00000251093,,,
ENSG00000251023,,,
ENSG00000182348,ZNF804B,ENSMUSG00000092094,Zfp804b
ENSG00000250017,,,
ENSG00000176183,,,
ENSG00000246316,,,
ENSG00000168301,KCTD6,ENSMUSG00000021752,Kctd6
ENSG00000207343,RNU6-225P,,
ENSG00000277971,,,
ENSG00000225580,PA2G4P5,,
ENSG00000219703,RAP1BP3,,
ENSG00000164258,NDUFS4,ENSMUSG00000021764,Ndufs4
ENSG00000262803,,,
ENSG00000099910,KLHL22,ENSMUSG00000022750,Klhl22
ENSG00000236907,,,
ENSG00000220240,,,
ENSG00000219135,RPL23AP48,,
ENSG00000218870,SLC25A6P6,,
ENSG00000226392,MTATP6P21,,
ENSG00000112276,BVES,ENSMUSG00000071317,Bves
ENSG00000232975,MTCO1P57,,
ENSG00000225196,RPL10P17,,
ENSG00000261285,,,
ENSG00000234085,,,
ENSG00000162444,RBP7,ENSMUSG00000028996,Rbp7
ENSG00000236638,,,
ENSG00000233420,,,
ENSG00000260880,HCCAT5,,
ENSG00000228928,KPNA2P2,,
ENSG00000231523,SEPTIN14P1,,
ENSG00000144566,RAB5A,ENSMUSG00000017831,Rab5a
ENSG00000278893,,,
ENSG00000269125,,,
ENSG00000268532,LINC02135,,
ENSG00000275201,,,
ENSG00000279625,,,
ENSG00000268105,,,
ENSG00000126226,PCID2,ENSMUSG00000038542,Pcid2
ENSG00000075213,SEMA3A,ENSMUSG00000028883,Sema3a
ENSG00000127325,BEST3,ENSMUSG00000020169,Best3
ENSG00000268535,MTDHP4,,
ENSG00000196705,ZNF431,ENSMUSG00000058246,Krbox5
ENSG00000180758,GPR157,ENSMUSG00000047875,Gpr157
ENSG00000247033,,,
ENSG00000278716,,,
ENSG00000284670,RPSAP56,,
ENSG00000260715,,,
ENSG00000270222,DUXAP11,,
ENSG00000273659,,,
ENSG00000261063,,,
ENSG00000006210,CX3CL1,ENSMUSG00000031778,Cx3cl1
ENSG00000184677,ZBTB40,ENSMUSG00000060862,Zbtb40
ENSG00000256709,CSGALNACT2P2,,
ENSG00000155959,VBP1,ENSMUSG00000031197,Vbp1
ENSG00000249921,RACK1P1,,
ENSG00000288198,PPFIA1,,
ENSG00000279409,,,
ENSG00000137824,RMDN3,ENSMUSG00000070730,Rmdn3
ENSG00000164211,STARD4,ENSMUSG00000024378,Stard4
ENSG00000211941,IGHV3-11,ENSMUSG00000094951,Ighv5-6
ENSG00000211941,IGHV3-11,ENSMUSG00000096407,Ighv6-5
ENSG00000211941,IGHV3-11,ENSMUSG00000076680,Ighv6-6
ENSG00000211941,IGHV3-11,ENSMUSG00000094533,Ighv11-1
ENSG00000211941,IGHV3-11,ENSMUSG00000076677,Ighv6-3
ENSG00000211941,IGHV3-11,ENSMUSG00000095612,Ighv5-4
ENSG00000211941,IGHV3-11,ENSMUSG00000095429,Ighv5-12
ENSG00000211941,IGHV3-11,ENSMUSG00000087582,Ighv6-7
ENSG00000211941,IGHV3-11,ENSMUSG00000076633,Ighv5-2
ENSG00000211941,IGHV3-11,ENSMUSG00000095981,Ighv10-1
ENSG00000211941,IGHV3-11,ENSMUSG00000103033,Ighv5-12-4
ENSG00000211941,IGHV3-11,ENSMUSG00000095571,Ighv5-17
ENSG00000211941,IGHV3-11,ENSMUSG00000094194,Ighv5-16
ENSG00000211941,IGHV3-11,ENSMUSG00000095285,Ighv5-9
ENSG00000211941,IGHV3-11,ENSMUSG00000094134,Ighv5-15
ENSG00000211941,IGHV3-11,ENSMUSG00000096108,Ighv11-2
ENSG00000211941,IGHV3-11,ENSMUSG00000094174,Ighv6-4
ENSG00000211941,IGHV3-11,ENSMUSG00000076661,Ighv16-1
ENSG00000211941,IGHV3-11,ENSMUSG00000095700,Ighv10-3
ENSG00000211941,IGHV3-11,ENSMUSG00000095210,Ighv5-9-1
ENSG00000211941,IGHV3-11,ENSMUSG00000076655,Ighv4-1
ENSG00000259999,,,
ENSG00000253149,IGHVII-28-1,,
ENSG00000211843,TRAJ46,,
ENSG00000286653,,,
ENSG00000283274,5_8S_rRNA,,
ENSG00000215493,KLHL12P1,,
ENSG00000261818,,,
ENSG00000255156,RNY1P9,,
ENSG00000153774,CFDP1,ENSMUSG00000031954,Cfdp1
ENSG00000201916,Y_RNA,,
ENSG00000206906,RNU6-458P,ENSMUSG00000064915,Gm22575
ENSG00000206906,RNU6-458P,ENSMUSG00000065382,Gm23097
ENSG00000242876,RN7SL812P,,
ENSG00000206596,RNU1-27P,,
ENSG00000236670,KRT18P5,,
ENSG00000278746,RN7SL660P,,
ENSG00000202337,RNU6-8,ENSMUSG00000118738,Gm26243
ENSG00000202337,RNU6-8,ENSMUSG00000119013,Gm23296
ENSG00000202337,RNU6-8,ENSMUSG00000119273,Gm24859
ENSG00000133433,GSTT2B,ENSMUSG00000033318,Gstt2
ENSG00000212270,,,
ENSG00000269307,,,
ENSG00000251858,,,
ENSG00000196208,GREB1,ENSMUSG00000036523,Greb1
ENSG00000264657,MIR3171,,
ENSG00000253003,RNU6-1261P,,
ENSG00000273796,BNAT1,,
ENSG00000225431,LINC01671,,
ENSG00000251756,RNA5SP385,,
ENSG00000201654,RNU6-7,ENSMUSG00000118738,Gm26243
ENSG00000201654,RNU6-7,ENSMUSG00000119013,Gm23296
ENSG00000201654,RNU6-7,ENSMUSG00000119273,Gm24859
ENSG00000207004,RNU6-301P,ENSMUSG00000084629,Gm25112
ENSG00000275978,Metazoa_SRP,,
ENSG00000266431,MIR5580,,
ENSG00000201376,SNORA70,,
ENSG00000160299,PCNT,ENSMUSG00000001151,Pcnt
ENSG00000201820,Y_RNA,,
ENSG00000268079,BNIP3P30,,
ENSG00000266740,MIR4708,,
ENSG00000213108,BTF3L4P3,,
ENSG00000243700,RN7SL598P,,
ENSG00000266951,,,
ENSG00000252837,RN7SKP99,,
ENSG00000263629,MIR5586,,
ENSG00000207444,SNORD56B,ENSMUSG00000065289,Gm23650
ENSG00000267696,ERVK-28,,
ENSG00000242330,RN7SL683P,,
ENSG00000203778,FAM229B,ENSMUSG00000051736,Fam229b
ENSG00000268717,BNIP3P33,,
ENSG00000206588,RNU1-28P,,
ENSG00000268148,VN1R91P,,
ENSG00000199739,RNU6-552P,ENSMUSG00000119184,Gm25793
ENSG00000269742,BNIP3P29,,
ENSG00000276782,Metazoa_SRP,,
ENSG00000197360,ZNF98,,
ENSG00000200860,Y_RNA,,
ENSG00000201351,Y_RNA,,
ENSG00000207781,MIR625,,
ENSG00000251895,RNU6-976P,,
ENSG00000238561,RNU6ATAC28P,,
ENSG00000286952,,,
ENSG00000283944,MIR4709,,
ENSG00000252644,RNU7-30P,,
ENSG00000288050,,,
ENSG00000221102,SNORA11B,,
ENSG00000201027,RN7SKP107,,
ENSG00000252655,Y_RNA,,
ENSG00000235886,,,
ENSG00000200312,RN7SKP255,,
ENSG00000200298,Y_RNA,,
ENSG00000241757,RN7SL714P,,
ENSG00000222276,RNU2-33P,,
ENSG00000272439,RNU6-91P,,
ENSG00000211845,TRAJ44,,
ENSG00000211846,TRAJ43,,
ENSG00000160746,ANO10,ENSMUSG00000037949,Ano10
ENSG00000111879,FAM184A,ENSMUSG00000019856,Fam184a
ENSG00000211847,TRAJ42,,
ENSG00000211848,TRAJ41,,
ENSG00000211849,TRAJ40,,
ENSG00000211850,TRAJ39,,
ENSG00000248990,LINC02758,,
ENSG00000278661,TRAJ37,,
ENSG00000276699,TRAJ36,,
ENSG00000258539,,,
ENSG00000211854,TRAJ35,,
ENSG00000137478,FCHSD2,ENSMUSG00000030691,Fchsd2
ENSG00000269839,,,
ENSG00000269471,,,
ENSG00000269575,MTDHP5,,
ENSG00000211855,TRAJ34,,
ENSG00000268058,BNIP3P40,,
ENSG00000211856,TRAJ33,,
ENSG00000269345,VN1R85P,,
ENSG00000211857,TRAJ32,,
ENSG00000269505,ZNF92P2,,
ENSG00000268469,BNIP3P38,,
ENSG00000211858,TRAJ31,,
ENSG00000099974,DDTL,ENSMUSG00000001666,Ddt
ENSG00000183850,ZNF730,,
ENSG00000291503,,,
ENSG00000291504,,,
ENSG00000291505,CCDC40,,
ENSG00000123496,IL13RA2,ENSMUSG00000031289,Il13ra2
ENSG00000211859,TRAJ30,,
ENSG00000203837,PNLIPRP3,,
ENSG00000272787,,,
ENSG00000211860,TRAJ29,,
ENSG00000224205,GSTT3P,,
ENSG00000250470,,,
ENSG00000211861,TRAJ28,,
ENSG00000099991,CABIN1,ENSMUSG00000020196,Cabin1
ENSG00000211862,TRAJ27,,
ENSG00000260417,,,
ENSG00000262006,,,
ENSG00000211863,TRAJ26,,
ENSG00000140876,NUDT7,ENSMUSG00000031767,Nudt7
ENSG00000211864,TRAJ25,,
ENSG00000291506,MIR1268B,,
ENSG00000211865,TRAJ24,,
ENSG00000291507,GAA,,
ENSG00000011260,UTP18,ENSMUSG00000054079,Utp18
ENSG00000211866,TRAJ23,,
ENSG00000267006,,,
ENSG00000211867,TRAJ22,,
ENSG00000279425,,,
ENSG00000211868,TRAJ21,,
ENSG00000187664,HAPLN4,ENSMUSG00000007594,Hapln4
ENSG00000211869,TRAJ20,,
ENSG00000211870,TRAJ19,,
ENSG00000291508,EIF4A3,,
ENSG00000211871,TRAJ18,,
ENSG00000211872,TRAJ17,,
ENSG00000211873,TRAJ16,,
ENSG00000285833,,,
ENSG00000291509,,,
ENSG00000211875,TRAJ14,,
ENSG00000291510,,,
ENSG00000291511,,,
ENSG00000211876,TRAJ13,,
ENSG00000211877,TRAJ12,,
ENSG00000231299,SEPTIN14P24,,
ENSG00000233782,ZNF90P3,,
ENSG00000211878,TRAJ11,,
ENSG00000291512,,,
ENSG00000196715,VKORC1L1,ENSMUSG00000066735,Vkorc1l1
ENSG00000131697,NPHP4,ENSMUSG00000039577,Nphp4
ENSG00000211879,TRAJ10,,
ENSG00000211880,TRAJ9,,
ENSG00000211881,TRAJ8,,
ENSG00000211882,TRAJ7,,
ENSG00000231471,HMGN2P34,,
ENSG00000270333,,,
ENSG00000185875,THNSL1,ENSMUSG00000048550,Thnsl1
ENSG00000211883,TRAJ6,,
ENSG00000236312,RPL34P34,,
ENSG00000284483,TMEM256-PLSCR3,,
ENSG00000268433,MTDHP3,,
ENSG00000211884,TRAJ5,,
ENSG00000269067,ZNF728,,
ENSG00000169253,RPL36P14,,
ENSG00000211885,TRAJ4,,
ENSG00000070159,PTPN3,ENSMUSG00000038764,Ptpn3
ENSG00000211886,TRAJ3,,
ENSG00000211887,TRAJ2,,
ENSG00000211888,TRAJ1,,
ENSG00000277734,TRAC,,
ENSG00000279373,,,
ENSG00000223431,MTND6P21,,
ENSG00000226501,USF1P1,,
ENSG00000142166,IFNAR1,ENSMUSG00000022967,Ifnar1
ENSG00000278513,,,
ENSG00000279694,,,
ENSG00000276651,,,
ENSG00000288072,,,
ENSG00000238124,,,
ENSG00000259738,ZNF444P1,,
ENSG00000213527,,,
ENSG00000129562,DAD1,ENSMUSG00000022174,Dad1
ENSG00000072422,RHOBTB1,ENSMUSG00000019944,Rhobtb1
ENSG00000280261,,,
ENSG00000233918,,,
ENSG00000176678,FOXL1,ENSMUSG00000097084,Foxl1
ENSG00000270479,BNIP3P37,,
ENSG00000228711,,,
ENSG00000169684,CHRNA5,ENSMUSG00000035594,Chrna5
ENSG00000227979,COX6A1P7,,
ENSG00000242291,RPL36AP51,,
ENSG00000227545,,,
ENSG00000243914,RPL5P14,,
ENSG00000184517,ZFP1,ENSMUSG00000055835,Zfp1
ENSG00000283201,,,
ENSG00000248701,,,
ENSG00000106605,BLVRA,ENSMUSG00000001999,Blvra
ENSG00000267433,,,
ENSG00000248363,,,
ENSG00000269136,BRI3BPP1,,
ENSG00000249987,RPS4XP20,,
ENSG00000214917,,,
ENSG00000134758,RNF138,ENSMUSG00000024317,Rnf138
ENSG00000249128,LINC02215,,
ENSG00000113391,ARB2A,ENSMUSG00000064138,Arb2a
ENSG00000139629,GALNT6,ENSMUSG00000037280,Galnt6
ENSG00000267320,,,
ENSG00000283771,TMEM256,,
ENSG00000275552,,,
ENSG00000242061,,,
ENSG00000235213,OR6E1P,,
ENSG00000126249,PDCD2L,ENSMUSG00000002635,Pdcd2l
ENSG00000258823,,,
ENSG00000212302,,,
ENSG00000155463,OXA1L,ENSMUSG00000000959,Oxa1l
ENSG00000140836,ZFHX3,ENSMUSG00000038872,Zfhx3
ENSG00000287379,,,
ENSG00000285547,,,
ENSG00000283859,NLGN2,,
ENSG00000067177,PHKA1,ENSMUSG00000034055,Phka1
ENSG00000120563,LYZL1,ENSMUSG00000024233,Lyzl1
ENSG00000288332,PIMREGP3,,
ENSG00000288443,Y_RNA,,
ENSG00000259378,DCAF13P3,,
ENSG00000288421,RPL22P14,,
ENSG00000166426,CRABP1,ENSMUSG00000032291,Crabp1
ENSG00000288402,,,
ENSG00000288435,GJA10,,
ENSG00000288500,Y_RNA,,
ENSG00000262967,,,
ENSG00000288475,CASP8AP2,,
ENSG00000248702,,,
ENSG00000229627,BSNDP4,,
ENSG00000219807,ARF1P1,,
ENSG00000141200,KIF2B,ENSMUSG00000046755,Kif2b
ENSG00000274503,,,
ENSG00000279882,,,
ENSG00000267258,PPIAP58,,
ENSG00000199373,RNA5SP453,,
ENSG00000262518,,,
ENSG00000141434,MEP1B,ENSMUSG00000024313,Mep1b
ENSG00000225537,,,
ENSG00000268908,VN1R92P,,
ENSG00000259722,,,
ENSG00000154975,CA10,ENSMUSG00000056158,Car10
ENSG00000165304,MELK,ENSMUSG00000035683,Melk
ENSG00000124302,CHST8,ENSMUSG00000060402,Chst8
ENSG00000234500,,,
ENSG00000234544,PTGES3P5,,
ENSG00000120029,ARMH3,ENSMUSG00000039901,Armh3
ENSG00000259476,,,
ENSG00000230356,NCAPD2P1,,
ENSG00000250618,,,
ENSG00000225701,EIF4A1P13,,
ENSG00000137831,UACA,ENSMUSG00000034485,Uaca
ENSG00000233960,,,
ENSG00000157259,GATAD1,ENSMUSG00000007415,Gatad1
ENSG00000283843,,,
ENSG00000284598,SPEM1,,
ENSG00000270763,DDX43P2,,
ENSG00000154978,VOPP1,ENSMUSG00000037788,Vopp1
ENSG00000268696,ZNF723,ENSMUSG00000058246,Krbox5
ENSG00000283714,SPEM2,,
ENSG00000267934,,,
ENSG00000234597,,,
ENSG00000213729,RPS16P2,,
ENSG00000178295,GEN1,ENSMUSG00000051235,Gen1
ENSG00000226348,VN2R10P,,
ENSG00000270902,,,
ENSG00000204172,AGAP9,,
ENSG00000132837,DMGDH,ENSMUSG00000042102,Dmgdh
ENSG00000168411,RFWD3,ENSMUSG00000033596,Rfwd3
ENSG00000265279,CLUHP6,,
ENSG00000252303,RNU6-280P,,
ENSG00000281771,Y_RNA,,
ENSG00000263904,,,
ENSG00000222395,Y_RNA,,
ENSG00000279829,,,
ENSG00000284090,SPEM3,,
ENSG00000285993,,,
ENSG00000286184,,,
ENSG00000284228,TMEM102,,
ENSG00000167210,LOXHD1,ENSMUSG00000032818,Loxhd1
ENSG00000095596,CYP26A1,ENSMUSG00000024987,Cyp26a1
ENSG00000104313,EYA1,ENSMUSG00000025932,Eya1
ENSG00000133639,BTG1,ENSMUSG00000036478,Btg1
ENSG00000283895,,,
ENSG00000283903,FGF11,,
ENSG00000161249,DMKN,ENSMUSG00000060962,Dmkn
ENSG00000199716,Y_RNA,,
ENSG00000159140,SON,ENSMUSG00000022961,Son
ENSG00000197324,LRP10,ENSMUSG00000022175,Lrp10
ENSG00000286576,,,
ENSG00000257235,,,
ENSG00000148541,FAM13C,ENSMUSG00000043259,Fam13c
ENSG00000257400,LNCHR1,,
ENSG00000284833,,,
ENSG00000285086,WDR82P1,,
ENSG00000111605,CPSF6,ENSMUSG00000055531,Cpsf6
ENSG00000224626,,,
ENSG00000163032,VSNL1,ENSMUSG00000054459,Vsnl1
ENSG00000255995,,,
ENSG00000261783,,,
ENSG00000261313,,,
ENSG00000280010,,,
ENSG00000279438,,,
ENSG00000166025,AMOTL1,ENSMUSG00000013076,Amotl1
ENSG00000262904,TMPOP2,,
ENSG00000186187,ZNRF1,ENSMUSG00000033545,Znrf1
ENSG00000232545,,,
ENSG00000183762,KREMEN1,ENSMUSG00000020393,Kremen1
ENSG00000243384,,,
ENSG00000284222,,,
ENSG00000284115,,,
ENSG00000172939,OXSR1,ENSMUSG00000036737,Oxsr1
ENSG00000283946,CHRNB1,,
ENSG00000139890,REM2,ENSMUSG00000022176,Rem2
ENSG00000237160,,,
ENSG00000231763,SLC66A2P1,,
ENSG00000196636,SDHAF3,ENSMUSG00000042505,Sdhaf3
ENSG00000139842,CUL4A,ENSMUSG00000031446,Cul4a
ENSG00000291515,LINC01822,,
ENSG00000164715,LMTK2,ENSMUSG00000038970,Lmtk2
ENSG00000276411,,,
ENSG00000100461,RBM23,,
ENSG00000225402,,,
ENSG00000235127,,,
ENSG00000140873,ADAMTS18,ENSMUSG00000053399,Adamts18
ENSG00000226649,,,
ENSG00000261117,,,
ENSG00000238111,RPS13P4,,
ENSG00000254747,MTND4LP18,,
ENSG00000278980,,,
ENSG00000226772,,,
ENSG00000260331,,,
ENSG00000256148,,,
ENSG00000200871,RNU6-810P,,
ENSG00000237670,LINC01866,,
ENSG00000251952,RNU6-1219P,,
ENSG00000278908,,,
ENSG00000285809,,,
ENSG00000233553,,,
ENSG00000260808,,,
ENSG00000248967,,,
ENSG00000186998,EMID1,ENSMUSG00000034164,Emid1
ENSG00000248199,,,
ENSG00000242540,,,
ENSG00000011052,NME1-NME2,,
ENSG00000255540,,,
ENSG00000255295,H3P34,,
ENSG00000250095,NREP-AS1,,
ENSG00000204993,CRTC1P1,,
ENSG00000214414,TRIM77,,
ENSG00000164309,CMYA5,ENSMUSG00000047419,Cmya5
ENSG00000285984,,,
ENSG00000118961,LDAH,ENSMUSG00000037669,Ldah
ENSG00000279603,,,
ENSG00000268635,,,
ENSG00000280222,,,
ENSG00000166004,CEP295,ENSMUSG00000046111,Cep295
ENSG00000285945,,,
ENSG00000197921,HES5,ENSMUSG00000048001,Hes5
ENSG00000284666,,,
ENSG00000009844,VTA1,ENSMUSG00000019868,Vta1
ENSG00000234397,PPIAP34,,
ENSG00000204138,PHACTR4,ENSMUSG00000066043,Phactr4
ENSG00000270307,MTATP6P2,,
ENSG00000250013,ZP3P1,,
ENSG00000248873,SERBP1P6,,
ENSG00000258035,,,
ENSG00000250099,TRPC6P6,,
ENSG00000234312,SAPCD2P4,,
ENSG00000257802,MRS2P2,,
ENSG00000067113,PLPP1,ENSMUSG00000021759,Plpp1
ENSG00000286987,,,
ENSG00000228627,,,
ENSG00000258365,,,
ENSG00000228085,,,
ENSG00000258016,HIGD1AP1,,
ENSG00000227982,RPL7P30,,
ENSG00000244510,,,
ENSG00000256917,,,
ENSG00000225371,CICP8,,
ENSG00000133640,LRRIQ1,ENSMUSG00000019892,Lrriq1
ENSG00000186472,PCLO,ENSMUSG00000061601,Pclo
ENSG00000279856,,,
ENSG00000237901,,,
ENSG00000102978,POLR2C,ENSMUSG00000031783,Polr2c
ENSG00000291520,NXNL2,,
ENSG00000271239,,,
ENSG00000154229,PRKCA,ENSMUSG00000050965,Prkca
ENSG00000291519,,,
ENSG00000216913,TNPO3P2,,
ENSG00000271111,,,
ENSG00000218490,FCF1P10,,
ENSG00000291517,,,
ENSG00000178425,NT5DC1,ENSMUSG00000039480,Nt5dc1
ENSG00000291518,MIR4289,,
ENSG00000292255,,,
ENSG00000292257,,,
ENSG00000225357,RPF2P1,,
ENSG00000283527,U6,ENSMUSG00000064818,Gm22359
ENSG00000283527,U6,ENSMUSG00000065340,Gm25578
ENSG00000283527,U6,ENSMUSG00000088275,Gm23124
ENSG00000214078,CPNE1,,
ENSG00000102383,ZDHHC15,ENSMUSG00000033906,Zdhhc15
ENSG00000283868,ZBTB4,,
ENSG00000248803,,,
ENSG00000251125,,,
ENSG00000257666,CBX3P5,,
ENSG00000251477,,,
